TenantId	AddressId	Country	PostalCode	Region	False	Valid 2 State Code	
10883B84-7BFE-4F8B-8346-8D1B2FF70AB5	6BD09BD6-9915-4400-A333-DF13C3B9F978	IN	530020	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	1C10DAD6-9B7B-47A1-837F-F05D672606BE	IN	500033	Andhra Pradesh	True	FALSE	
D47525BF-602D-4ED7-8C60-3DB0EC37E266	45631EF3-83A0-42A0-BDCB-84C85FA6FF5F	IN	500081	Andhra Pradesh	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	450E104D-B389-4452-8892-27AB5815AE6A	IN	500038	ANDHRA PRADESH	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	7C08B90B-528D-4E99-9C51-AF60C3CB3894	IN	533437	ANDHRA PRADESH	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	6705CD6E-5ADA-45EB-AB9F-C68094018BD3	IN	533437	ANDHRA PRADESH	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	EB460E7E-B1E1-4AA1-B384-B98C9DE22650	IN	500038	ANDHRA PRADESH	True	FALSE	
FAA807AF-8EDD-4B27-B8E1-A2F75F9059AA	03B62EB4-4BDB-476E-A8AF-1F455C14EB11	IN	520008	ANDHRA PRADESH	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	1F07E27D-EF2F-4714-93BC-1AEC9F532378	IN	520008	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	343D892D-1180-4855-85FB-DB9857F74349	IN	500073	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	9A5840FC-4D7F-4A5F-84F7-E16B954C3C33	IN	500032	Andhra Pradesh	True	FALSE	
511A4372-27C1-4062-9AA1-9ED6F3448FCD	2BA1EF21-EE9D-48BF-9BB2-A53E9A9A7903	IN	500033	andhra pradesh	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	9F7C390D-68B4-477D-9280-CEB52C6A7922	IN	500038	ANDHRA PRADESH	True	FALSE	
38E2D48D-4195-4629-B880-A5912A1DB83A	C2601C72-E95F-4A7D-8362-D571ED2E8B76	IN	500032	Andhra Pradesh	True	FALSE	
E321EA85-149F-45B2-85C9-D0AB9905795B	6DEC85C7-4F03-41EF-8A5B-4549121A23B7	IN	533261	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	E3270BBD-B03D-4389-81EB-8C0A7AB6D586	IN	500081	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	4C7BABA3-CAF0-477B-B02A-B59FEF252B53	IN	500081	Andhra Pradesh	True	FALSE	
0AC428C6-ACB9-4E6F-8C61-8C0C19693B7F	F0FFFCEE-AC73-4EEE-B939-E5E103F68201	IN	533343	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	DBB06FB0-4DF6-41C8-BDD4-0895E009B8DA	IN	500081	Andhra Pradesh	True	FALSE	
1F426A36-8005-4C85-8F60-4BB4319574B7	70ACCB64-1044-4FCF-B714-D0DAA9C80775	IN	500082	Andhra Pradesh	True	FALSE	
FAA807AF-8EDD-4B27-B8E1-A2F75F9059AA	96B208B3-10FC-4F5B-9EA4-78301A098C50	IN	520008	ANDHRA PRADESH	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	08227C93-6B13-4A60-B708-42B599F0D211	IN	500081	Andhra Pradesh	True	FALSE	
8A2F058A-2BFC-4809-B87C-BE6E1B1F0FAD	7EFB7B7B-64A1-423B-BC4F-E635E091F25B	IN	500081	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	1C877D2E-2458-4E6E-9B57-886CC321B4B7	IN	500081	Andhra Pradesh	True	FALSE	
6F567F0A-99A3-461B-A8A0-979C1B2F4EAC	E3F3BE66-159C-4F1D-9F0E-9C28DE9B3986	IN	500073	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	D8853892-085B-4ED2-A20D-A895E07BB752	IN	500073	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	2095EE63-A38E-4130-B12F-099E19C8CE6F	IN	500033	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	B20CB563-CF0D-418B-A144-6C828E510FDA	IN	500081	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	A442699A-9631-4722-B816-4EB117DCE9EF	IN	500081	Andhra Pradesh	True	FALSE	
